passID,timestamp,stationRef,vehicleRef,charge,tagAbbr,originStatus,stationOperator
TNA9249190,18-6-2020 02:48,KO01,ED51EWW52190,2.8,KO,home,KO
GXP5064227,3-7-2020 19:35,KO01,ED51EWW52190,2.8,KO,home,KO
MAR0676155,8-7-2020 17:40,KO01,ED51EWW52190,2.8,KO,home,KO
HPL1453900,20-7-2020 13:31,KO01,ED51EWW52190,2.8,KO,home,KO
LDT6402794,25-7-2020 18:29,KO01,ED51EWW52190,2.8,KO,home,KO
IDI6257007,21-8-2020 03:30,KO01,ED51EWW52190,2.8,KO,home,KO
FKP6249877,7-9-2020 13:33,KO01,ED51EWW52190,2.8,KO,home,KO
YKJ7781557,13-9-2020 03:56,KO01,ED51EWW52190,2.8,KO,home,KO
TTR1728101,21-10-2020 17:36,KO01,ED51EWW52190,2.8,KO,home,KO
WMH8335448,18-11-2020 02:30,KO01,ED51EWW52190,2.8,KO,home,KO
EJA4565558,20-12-2020 22:40,KO01,ED51EWW52190,2.8,KO,home,KO
LKE1446607,15-1-2021 23:23,KO01,ED51EWW52190,2.8,KO,home,KO
FUT2699330,1-3-2021 03:24,KO01,ED51EWW52190,2.8,KO,home,KO
GWY4299325,26-4-2021 01:01,KO01,ED51EWW52190,2.8,KO,home,KO
ZRH9877043,1-8-2021 19:35,KO01,ED51EWW52190,2.8,KO,home,KO
QFI2575082,12-10-2021 14:10,KO01,ED51EWW52190,2.8,KO,home,KO
MMG6469084,25-10-2021 16:34,KO01,ED51EWW52190,2.8,KO,home,KO
PFS5776566,20-2-2020 12:42,KO01,AT19HLV57173,2.5,OO,visitor,KO
TBX9910020,14-5-2020 12:30,KO01,AT19HLV57173,1.25,OO,visitor,KO
ZUW6979207,14-3-2020 16:35,KO01,DP11ENT03275,2.8,AO,visitor,KO
VOB6953248,13-1-2019 16:54,KO01,LG64ARC91224,1.0,AO,visitor,KO
CYV7836861,29-7-2020 23:24,KO01,QO68DIC93032,2.8,MR,visitor,KO
NXW9600080,30-11-2020 14:30,KO01,QO68DIC93032,2.0,MR,visitor,KO
GPE5600033,13-8-2020 18:49,KO01,XV40HUQ04740,1.0,OO,visitor,KO
WNH6218760,3-1-2019 03:04,KO01,QW79CHL42244,2.8,KO,home,KO
JHD4445557,20-2-2019 03:05,KO01,QW79CHL42244,2.8,KO,home,KO
QMB4067191,30-3-2019 19:59,KO01,QW79CHL42244,2.8,KO,home,KO
GYD3585651,9-4-2019 04:45,KO01,QW79CHL42244,2.8,KO,home,KO
EPX1958067,13-5-2019 12:00,KO01,QW79CHL42244,2.8,KO,home,KO
BYT5453577,21-5-2019 21:50,KO01,QW79CHL42244,2.8,KO,home,KO
WFF8733349,5-6-2019 17:47,KO01,QW79CHL42244,3.1,KO,home,KO
INV8252299,16-8-2019 00:30,KO01,QW79CHL42244,2.8,KO,home,KO
RNO6896508,22-8-2019 03:10,KO01,QW79CHL42244,2.8,KO,home,KO
CBA8627859,25-8-2019 21:39,KO01,QW79CHL42244,2.8,KO,home,KO
NDD2325390,10-12-2019 16:39,KO01,QW79CHL42244,2.8,KO,home,KO
FPG7282602,16-1-2020 19:41,KO01,QW79CHL42244,2.8,KO,home,KO
VPQ1825592,30-1-2020 12:42,KO01,QW79CHL42244,2.8,KO,home,KO
TTQ1068159,27-2-2020 06:11,KO01,QW79CHL42244,2.8,KO,home,KO
YZT1996645,1-5-2020 06:01,KO01,QW79CHL42244,2.8,KO,home,KO
MVR2072763,29-6-2020 20:52,KO01,QW79CHL42244,2.8,KO,home,KO
GLB7063917,1-8-2020 22:19,KO01,QW79CHL42244,2.8,KO,home,KO
XMY9861953,15-10-2020 12:57,KO01,QW79CHL42244,2.8,KO,home,KO
ZXE5326154,24-11-2020 20:03,KO01,QW79CHL42244,2.8,KO,home,KO
RLM5027417,30-1-2021 21:47,KO01,QW79CHL42244,2.8,KO,home,KO
HQQ9604733,11-2-2021 23:15,KO01,QW79CHL42244,2.8,KO,home,KO
ZOO1284672,11-4-2021 18:08,KO01,QW79CHL42244,2.8,KO,home,KO
EUU1834450,24-4-2021 09:16,KO01,QW79CHL42244,2.8,KO,home,KO
SKQ8437986,30-6-2021 23:12,KO01,QW79CHL42244,2.8,KO,home,KO
FCC8305780,6-7-2021 12:58,KO01,QW79CHL42244,2.8,KO,home,KO
WJQ4910996,10-7-2021 18:15,KO01,QW79CHL42244,2.8,KO,home,KO
OSO2479808,6-2-2019 20:01,KO01,JO50FSF60755,2.2,KO,home,KO
ZID2349028,18-2-2019 04:24,KO01,JO50FSF60755,2.2,KO,home,KO
FRI6306899,3-3-2019 04:54,KO01,JO50FSF60755,2.2,KO,home,KO
APW1276633,9-3-2019 03:17,KO01,JO50FSF60755,2.2,KO,home,KO
TLW2310545,23-3-2019 00:37,KO01,JO50FSF60755,2.2,KO,home,KO
OEI1828518,17-5-2019 16:51,KO01,JO50FSF60755,2.2,KO,home,KO
EXS2634906,22-5-2019 04:25,KO01,JO50FSF60755,2.2,KO,home,KO
HEG9120173,21-6-2019 17:53,KO01,JO50FSF60755,2.2,KO,home,KO
KNE1860877,11-7-2019 06:42,KO01,JO50FSF60755,2.2,KO,home,KO
MBA1611607,23-8-2019 17:51,KO01,JO50FSF60755,2.2,KO,home,KO
AAB8262708,29-11-2019 12:01,KO01,JO50FSF60755,2.2,KO,home,KO
YQA0670088,9-12-2019 20:36,KO01,JO50FSF60755,2.2,KO,home,KO
MWV1701627,21-1-2020 18:22,KO01,JO50FSF60755,2.2,KO,home,KO
PKQ9090590,27-2-2020 17:36,KO01,JO50FSF60755,2.8,KO,home,KO
NJC2353642,15-3-2020 10:25,KO01,JO50FSF60755,2.2,KO,home,KO
JMK0463194,14-4-2020 18:01,KO01,JO50FSF60755,2.2,KO,home,KO
PLO0747722,15-7-2020 17:55,KO01,JO50FSF60755,2.2,KO,home,KO
RHU2701037,12-8-2020 04:58,KO01,JO50FSF60755,2.2,KO,home,KO
NWZ5429956,28-10-2020 03:08,KO01,JO50FSF60755,2.2,KO,home,KO
WZE2479202,24-2-2021 08:02,KO01,JO50FSF60755,2.2,KO,home,KO
DIZ3606680,3-3-2021 19:05,KO01,JO50FSF60755,2.8,KO,home,KO
LBG3530718,5-7-2021 07:53,KO01,JO50FSF60755,2.2,KO,home,KO
RJF0361044,17-10-2021 08:56,KO01,JO50FSF60755,2.2,KO,home,KO
ARH1581655,7-1-2019 18:27,KO01,WY00MLL63827,1.0,KO,home,KO
ATY8127137,5-2-2019 06:45,KO01,WY00MLL63827,1.0,KO,home,KO
QGN7246506,17-2-2019 20:49,KO01,WY00MLL63827,1.0,KO,home,KO
LIQ2557964,28-2-2019 03:32,KO01,WY00MLL63827,1.0,KO,home,KO
HCB2747508,30-3-2019 16:44,KO01,WY00MLL63827,1.0,KO,home,KO
WAX5519486,10-4-2019 08:26,KO01,WY00MLL63827,1.0,KO,home,KO
JCR1115993,19-4-2019 11:26,KO01,WY00MLL63827,1.0,KO,home,KO
RFP9406166,28-5-2019 14:52,KO01,WY00MLL63827,1.0,KO,home,KO
EEG7294243,8-6-2019 21:50,KO01,WY00MLL63827,1.0,KO,home,KO
MAR5286338,15-6-2019 16:26,KO01,WY00MLL63827,1.0,KO,home,KO
RMF1386249,7-7-2019 13:24,KO01,WY00MLL63827,1.0,KO,home,KO
LOA2317456,13-8-2019 08:53,KO01,WY00MLL63827,1.0,KO,home,KO
BHQ6764893,9-9-2019 19:02,KO01,WY00MLL63827,1.0,KO,home,KO
DYF9280190,11-9-2019 10:03,KO01,WY00MLL63827,1.0,KO,home,KO
TAH3353547,1-10-2019 20:49,KO01,WY00MLL63827,1.0,KO,home,KO
UWL0450026,20-10-2019 18:40,KO01,WY00MLL63827,1.0,KO,home,KO
WHH3600252,25-11-2019 02:59,KO01,WY00MLL63827,1.0,KO,home,KO
ZUD6249971,27-12-2019 02:20,KO01,WY00MLL63827,1.0,KO,home,KO
UOP4101719,15-3-2020 16:18,KO01,WY00MLL63827,1.0,KO,home,KO
POV0246876,2-4-2020 08:50,KO01,WY00MLL63827,1.0,KO,home,KO
MBX1428952,31-5-2020 04:11,KO01,WY00MLL63827,1.0,KO,home,KO
VSZ2035759,20-6-2020 15:43,KO01,WY00MLL63827,1.0,KO,home,KO
LEZ6136793,25-6-2020 17:23,KO01,WY00MLL63827,1.0,KO,home,KO
LQE1745767,3-7-2020 08:56,KO01,WY00MLL63827,1.0,KO,home,KO
SXD3183596,4-8-2020 05:36,KO01,WY00MLL63827,1.0,KO,home,KO
VNW4333433,4-8-2020 21:36,KO01,WY00MLL63827,1.0,KO,home,KO
FXB5119407,27-8-2020 04:30,KO01,WY00MLL63827,1.0,KO,home,KO
YKD0497817,28-8-2020 06:47,KO01,WY00MLL63827,1.0,KO,home,KO
VBI3094339,4-9-2020 03:56,KO01,WY00MLL63827,1.0,KO,home,KO
YUT8825002,10-9-2020 11:24,KO01,WY00MLL63827,1.0,KO,home,KO
DGG2179209,29-9-2020 10:21,KO01,WY00MLL63827,1.0,KO,home,KO
QSG8110229,11-10-2020 09:09,KO01,WY00MLL63827,1.0,KO,home,KO
NOG0655993,28-10-2020 03:30,KO01,WY00MLL63827,1.0,KO,home,KO
EJE0650313,16-12-2020 04:01,KO01,WY00MLL63827,1.0,KO,home,KO
GCX2523685,18-12-2020 02:56,KO01,WY00MLL63827,1.0,KO,home,KO
QIZ4008465,14-1-2021 02:11,KO01,WY00MLL63827,1.0,KO,home,KO
DHB8168877,23-1-2021 20:45,KO01,WY00MLL63827,1.0,KO,home,KO
BAM3544743,26-1-2021 07:10,KO01,WY00MLL63827,1.0,KO,home,KO
HXJ5140162,3-2-2021 02:32,KO01,WY00MLL63827,1.0,KO,home,KO
QIE4565520,1-5-2021 13:00,KO01,WY00MLL63827,1.0,KO,home,KO
NMD0417048,9-6-2021 19:42,KO01,WY00MLL63827,1.0,KO,home,KO
JCS9168824,4-7-2021 11:22,KO01,WY00MLL63827,1.0,KO,home,KO
LGT1970960,10-8-2021 11:43,KO01,WY00MLL63827,1.0,KO,home,KO
FVW4930975,15-8-2021 01:53,KO01,WY00MLL63827,1.0,KO,home,KO
VNQ7716844,6-9-2021 08:47,KO01,WY00MLL63827,1.0,KO,home,KO
EKQ6039949,30-9-2021 00:14,KO01,WY00MLL63827,1.0,KO,home,KO
DCD9275408,26-10-2021 06:03,KO01,WY00MLL63827,1.0,KO,home,KO
WET9077480,23-9-2020 03:31,KO01,PF04UCA93312,2.5,GF,visitor,KO
POW7247678,3-11-2020 06:15,KO01,PF04UCA93312,2.5,GF,visitor,KO
APM4047996,22-4-2019 05:57,KO01,IO09FGE68100,2.8,GF,visitor,KO
SHK9870698,27-1-2021 19:03,KO01,IO09FGE68100,2.0,GF,visitor,KO
KKW3002428,3-10-2021 16:28,KO01,IO09FGE68100,1.25,GF,visitor,KO
CRO0249006,5-4-2020 04:29,KO01,QP02SYE47964,1.0,NE,visitor,KO
SJA3235942,14-6-2020 23:01,KO01,CR31GMR97972,1.5,EG,visitor,KO
CPN0139864,18-4-2021 20:13,KO01,TE24LCO18661,2.2,EG,visitor,KO
EDI7231793,30-8-2020 20:03,KO01,MU06LHX94338,1.5,EG,visitor,KO
BIW5714744,11-5-2019 09:35,KO01,HW75BKT77773,2.2,KO,home,KO
TDF9283492,1-7-2019 23:43,KO01,HW75BKT77773,2.2,KO,home,KO
YSK7938664,26-7-2019 15:05,KO01,HW75BKT77773,2.2,KO,home,KO
NNY6590585,28-8-2019 10:57,KO01,HW75BKT77773,2.2,KO,home,KO
DNI7153507,9-10-2019 15:14,KO01,HW75BKT77773,2.2,KO,home,KO
DLP5437924,8-11-2019 06:45,KO01,HW75BKT77773,2.2,KO,home,KO
PTK6596415,23-2-2020 03:41,KO01,HW75BKT77773,2.2,KO,home,KO
ZUQ9283917,13-3-2020 22:46,KO01,HW75BKT77773,2.2,KO,home,KO
TJK4629839,19-3-2020 09:52,KO01,HW75BKT77773,2.2,KO,home,KO
MLU6406429,30-3-2020 16:04,KO01,HW75BKT77773,2.2,KO,home,KO
XNC5929159,18-4-2020 02:56,KO01,HW75BKT77773,2.2,KO,home,KO
JUT0199275,22-5-2020 02:56,KO01,HW75BKT77773,2.2,KO,home,KO
YNF9781783,17-6-2020 16:39,KO01,HW75BKT77773,2.2,KO,home,KO
CQR8130427,13-7-2020 07:54,KO01,HW75BKT77773,2.2,KO,home,KO
PVG3429199,29-7-2020 15:09,KO01,HW75BKT77773,2.2,KO,home,KO
SYC6684674,11-8-2020 04:24,KO01,HW75BKT77773,2.2,KO,home,KO
ZZK3832523,14-9-2020 18:30,KO01,HW75BKT77773,2.2,KO,home,KO
PZQ3712848,28-9-2020 23:14,KO01,HW75BKT77773,2.2,KO,home,KO
TRG1100927,13-11-2020 07:12,KO01,HW75BKT77773,2.2,KO,home,KO
VBH6465066,16-11-2020 20:09,KO01,HW75BKT77773,2.2,KO,home,KO
TFP5416805,7-12-2020 10:22,KO01,HW75BKT77773,2.2,KO,home,KO
ZGQ1728251,28-12-2020 23:17,KO01,HW75BKT77773,2.2,KO,home,KO
MOC0416821,9-3-2021 13:00,KO01,HW75BKT77773,2.2,KO,home,KO
XQL6450751,15-3-2021 12:03,KO01,HW75BKT77773,2.2,KO,home,KO
PIG1293950,27-4-2021 01:34,KO01,HW75BKT77773,2.2,KO,home,KO
VEC4656281,3-7-2021 23:43,KO01,HW75BKT77773,2.2,KO,home,KO
YDD6342074,21-9-2021 10:08,KO01,HW75BKT77773,2.2,KO,home,KO
UDQ6632860,7-11-2020 10:31,KO01,CM15YCB60994,2.2,EG,visitor,KO
EFM2434000,24-1-2021 22:05,KO01,CM15YCB60994,2.8,EG,visitor,KO
IUG0441883,10-11-2020 23:02,KO01,DW44ZOO26361,2.0,EG,visitor,KO
UEW3906160,21-2-2019 09:08,KO01,JE65QJK64802,2.5,GF,visitor,KO
XQP0755624,28-9-2020 07:53,KO01,JE65QJK64802,2.5,GF,visitor,KO
SEF8564474,23-10-2021 04:01,KO01,RR73DWB65452,2.8,AO,visitor,KO
STO1962209,28-4-2019 07:04,KO01,DO24BCW15511,1.25,KO,home,KO
NTH2824588,25-5-2019 08:26,KO01,DO24BCW15511,1.25,KO,home,KO
SCP4327837,30-6-2019 23:36,KO01,DO24BCW15511,1.25,KO,home,KO
YJV6191299,7-12-2019 02:01,KO01,DO24BCW15511,1.25,KO,home,KO
SBP1532181,4-4-2020 19:16,KO01,DO24BCW15511,2.8,KO,home,KO
MXC3437167,9-11-2020 05:00,KO01,DO24BCW15511,1.25,KO,home,KO
PJF1324302,17-11-2020 08:41,KO01,DO24BCW15511,2.2,KO,home,KO
QIB0421926,23-11-2020 06:45,KO01,DO24BCW15511,1.25,KO,home,KO
NGS4320635,4-4-2021 15:26,KO01,DO24BCW15511,1.25,KO,home,KO
ONQ2981634,6-5-2021 00:51,KO01,DO24BCW15511,1.5,KO,home,KO
CZK5710683,24-5-2021 12:29,KO01,DO24BCW15511,1.25,KO,home,KO
QJP5702056,10-1-2019 06:24,KO01,KB55KTM48860,2.5,KO,home,KO
RSC0137253,21-1-2019 07:08,KO01,KB55KTM48860,2.5,KO,home,KO
SJK6971568,24-1-2019 02:32,KO01,KB55KTM48860,2.5,KO,home,KO
VVJ6319110,11-2-2019 02:35,KO01,KB55KTM48860,2.5,KO,home,KO
HYG4190925,15-2-2019 14:54,KO01,KB55KTM48860,2.5,KO,home,KO
LFW7091737,15-2-2019 16:00,KO01,KB55KTM48860,2.5,KO,home,KO
LBB2758128,4-3-2019 12:41,KO01,KB55KTM48860,2.5,KO,home,KO
SXA2309712,18-4-2019 21:57,KO01,KB55KTM48860,2.5,KO,home,KO
IVD5867047,25-4-2019 07:30,KO01,KB55KTM48860,2.5,KO,home,KO
QQK6537471,28-4-2019 00:51,KO01,KB55KTM48860,2.5,KO,home,KO
XIN9825389,1-5-2019 16:25,KO01,KB55KTM48860,2.5,KO,home,KO
FGA7691341,23-5-2019 20:48,KO01,KB55KTM48860,2.5,KO,home,KO
MQI7429433,9-6-2019 18:47,KO01,KB55KTM48860,2.5,KO,home,KO
MNZ0717252,4-7-2019 22:21,KO01,KB55KTM48860,2.5,KO,home,KO
FER0429665,9-9-2019 05:34,KO01,KB55KTM48860,2.5,KO,home,KO
XAC6091275,2-10-2019 13:52,KO01,KB55KTM48860,2.5,KO,home,KO
MSW0499584,4-10-2019 19:56,KO01,KB55KTM48860,2.5,KO,home,KO
EGO1242736,12-11-2019 08:51,KO01,KB55KTM48860,2.5,KO,home,KO
KZX9637921,19-11-2019 19:18,KO01,KB55KTM48860,2.5,KO,home,KO
NJP7476139,9-1-2020 00:02,KO01,KB55KTM48860,2.5,KO,home,KO
TES4521525,26-1-2020 20:15,KO01,KB55KTM48860,2.5,KO,home,KO
MRN2383777,15-2-2020 18:06,KO01,KB55KTM48860,2.5,KO,home,KO
RXB9635303,14-3-2020 05:46,KO01,KB55KTM48860,2.5,KO,home,KO
YMB1090678,28-4-2020 13:25,KO01,KB55KTM48860,2.5,KO,home,KO
MSF3671977,31-5-2020 12:03,KO01,KB55KTM48860,2.5,KO,home,KO
QHK7359530,23-6-2020 11:30,KO01,KB55KTM48860,2.5,KO,home,KO
WWT3623599,12-7-2020 21:11,KO01,KB55KTM48860,2.5,KO,home,KO
OQP5624548,6-9-2020 09:40,KO01,KB55KTM48860,2.5,KO,home,KO
DCI1969856,8-9-2020 01:30,KO01,KB55KTM48860,2.5,KO,home,KO
YLG5767772,2-10-2020 23:11,KO01,KB55KTM48860,2.5,KO,home,KO
HAS1054403,22-11-2020 17:00,KO01,KB55KTM48860,2.5,KO,home,KO
GAM7125306,15-1-2021 19:11,KO01,KB55KTM48860,2.5,KO,home,KO
VIM6551891,17-3-2021 16:42,KO01,KB55KTM48860,2.5,KO,home,KO
AMA1360638,6-4-2021 22:25,KO01,KB55KTM48860,2.5,KO,home,KO
YQH3449905,10-5-2021 09:06,KO01,KB55KTM48860,2.5,KO,home,KO
MTN2950388,23-5-2021 12:37,KO01,KB55KTM48860,2.5,KO,home,KO
RBX6474841,24-5-2021 13:36,KO01,KB55KTM48860,2.5,KO,home,KO
XXJ5781109,25-5-2021 11:53,KO01,KB55KTM48860,2.5,KO,home,KO
HTK0549182,26-5-2021 03:03,KO01,KB55KTM48860,2.5,KO,home,KO
LWO2548029,10-6-2021 23:10,KO01,KB55KTM48860,2.5,KO,home,KO
SVQ0433836,29-6-2021 12:18,KO01,KB55KTM48860,2.5,KO,home,KO
CBG7250996,5-7-2021 22:23,KO01,KB55KTM48860,2.5,KO,home,KO
UBT9769274,12-7-2021 15:54,KO01,KB55KTM48860,2.5,KO,home,KO
IKO5714847,5-8-2021 18:08,KO01,KB55KTM48860,2.5,KO,home,KO
QLL8487575,6-9-2021 14:58,KO01,KB55KTM48860,2.5,KO,home,KO
GXL1653383,21-9-2021 14:27,KO01,KB55KTM48860,3.1,KO,home,KO
NVZ3305326,25-9-2021 15:54,KO01,KB55KTM48860,2.5,KO,home,KO
MZR0383283,3-10-2021 18:22,KO01,KB55KTM48860,2.5,KO,home,KO
WTE0215580,2-3-2020 03:57,KO01,EG95RTB75032,1.5,NE,visitor,KO
KFZ0920911,12-11-2021 17:15,KO01,QR03XCJ37459,1.25,OO,visitor,KO
XKW4588419,20-8-2019 17:20,KO01,RK48BOP88344,1.0,OO,visitor,KO
KLN6484024,9-1-2019 07:14,KO01,QO77TFN61853,2.2,KO,home,KO
CTV7832382,23-1-2019 02:55,KO01,QO77TFN61853,2.2,KO,home,KO
FKZ6891553,27-1-2019 15:09,KO01,QO77TFN61853,2.2,KO,home,KO
KRO9643757,8-2-2019 22:18,KO01,QO77TFN61853,2.2,KO,home,KO
HTR9254663,10-2-2019 04:53,KO01,QO77TFN61853,2.2,KO,home,KO
IIS3435734,21-2-2019 01:34,KO01,QO77TFN61853,2.2,KO,home,KO
CGR2734722,23-3-2019 08:46,KO01,QO77TFN61853,2.2,KO,home,KO
RTA8423051,30-3-2019 03:29,KO01,QO77TFN61853,2.2,KO,home,KO
PYG2869492,1-5-2019 03:00,KO01,QO77TFN61853,2.2,KO,home,KO
RRC8790729,2-7-2019 06:44,KO01,QO77TFN61853,2.2,KO,home,KO
EHI5448440,11-8-2019 21:26,KO01,QO77TFN61853,2.2,KO,home,KO
EKH8046195,18-8-2019 21:10,KO01,QO77TFN61853,2.2,KO,home,KO
UKX6607631,13-10-2019 02:15,KO01,QO77TFN61853,2.2,KO,home,KO
FRY3139412,31-10-2019 21:25,KO01,QO77TFN61853,2.2,KO,home,KO
AGM0193667,5-12-2019 08:03,KO01,QO77TFN61853,2.2,KO,home,KO
KIT3830009,20-12-2019 03:28,KO01,QO77TFN61853,2.2,KO,home,KO
BRG0279357,29-1-2020 12:49,KO01,QO77TFN61853,2.2,KO,home,KO
NWX3363991,15-2-2020 05:42,KO01,QO77TFN61853,2.2,KO,home,KO
KKR2375595,1-3-2020 20:16,KO01,QO77TFN61853,2.2,KO,home,KO
MJI6214498,4-3-2020 02:03,KO01,QO77TFN61853,2.2,KO,home,KO
ZMF0997825,13-3-2020 16:47,KO01,QO77TFN61853,2.2,KO,home,KO
LJK9709391,22-5-2020 15:50,KO01,QO77TFN61853,2.2,KO,home,KO
MXY9397739,27-5-2020 05:44,KO01,QO77TFN61853,2.2,KO,home,KO
RNO8048108,17-6-2020 07:41,KO01,QO77TFN61853,2.2,KO,home,KO
ULP5276015,19-6-2020 17:01,KO01,QO77TFN61853,2.2,KO,home,KO
CXZ5702788,27-6-2020 19:50,KO01,QO77TFN61853,2.2,KO,home,KO
WVE6557468,15-7-2020 17:43,KO01,QO77TFN61853,2.2,KO,home,KO
WKK7148109,6-8-2020 13:45,KO01,QO77TFN61853,2.2,KO,home,KO
VJE2107819,19-8-2020 05:37,KO01,QO77TFN61853,2.2,KO,home,KO
GUC2247548,11-9-2020 03:26,KO01,QO77TFN61853,2.2,KO,home,KO
IHE3512583,11-9-2020 07:46,KO01,QO77TFN61853,2.2,KO,home,KO
YRP0269147,2-11-2020 06:34,KO01,QO77TFN61853,2.2,KO,home,KO
CJL8539716,3-12-2020 06:25,KO01,QO77TFN61853,2.2,KO,home,KO
OQA5100753,4-12-2020 18:06,KO01,QO77TFN61853,2.2,KO,home,KO
ZHT8133825,5-12-2020 20:07,KO01,QO77TFN61853,2.2,KO,home,KO
EIP1163509,26-12-2020 03:56,KO01,QO77TFN61853,2.2,KO,home,KO
AON4983576,7-1-2021 21:26,KO01,QO77TFN61853,2.2,KO,home,KO
VLF9297791,20-1-2021 04:53,KO01,QO77TFN61853,2.2,KO,home,KO
QSO7613191,24-1-2021 13:41,KO01,QO77TFN61853,2.2,KO,home,KO
WDQ3404997,26-1-2021 20:13,KO01,QO77TFN61853,2.2,KO,home,KO
DYY7436159,21-2-2021 16:30,KO01,QO77TFN61853,2.2,KO,home,KO
JVS9138184,3-3-2021 12:41,KO01,QO77TFN61853,2.2,KO,home,KO
SUT6065548,1-4-2021 17:23,KO01,QO77TFN61853,2.2,KO,home,KO
CUR1276944,14-4-2021 06:28,KO01,QO77TFN61853,2.2,KO,home,KO
VPX6468803,13-9-2021 18:12,KO01,QO77TFN61853,2.2,KO,home,KO
DEY5100626,28-9-2021 12:58,KO01,QO77TFN61853,2.2,KO,home,KO
JTH0784031,22-10-2021 01:04,KO01,QO77TFN61853,2.2,KO,home,KO
ZOD2855358,3-2-2019 18:36,KO01,MQ65WJJ60020,1.25,KO,home,KO
PYM2584136,13-4-2019 02:22,KO01,MQ65WJJ60020,1.25,KO,home,KO
CCG8152066,29-12-2019 06:10,KO01,MQ65WJJ60020,1.25,KO,home,KO
UBP8755471,6-2-2020 21:33,KO01,MQ65WJJ60020,1.25,KO,home,KO
YTF3208972,13-3-2020 21:12,KO01,MQ65WJJ60020,1.25,KO,home,KO
KSG1826436,8-5-2020 11:02,KO01,MQ65WJJ60020,1.25,KO,home,KO
BFG4377811,2-6-2020 05:31,KO01,MQ65WJJ60020,3.1,KO,home,KO
IXT0500846,5-7-2020 01:14,KO01,MQ65WJJ60020,1.25,KO,home,KO
YHF4982533,19-7-2020 05:59,KO01,MQ65WJJ60020,1.25,KO,home,KO
SGE3657698,20-9-2020 21:06,KO01,MQ65WJJ60020,1.25,KO,home,KO
TPE8904699,27-10-2020 15:40,KO01,MQ65WJJ60020,1.25,KO,home,KO
GZL9165649,19-1-2021 15:06,KO01,MQ65WJJ60020,1.25,KO,home,KO
UWA5045420,22-6-2021 22:57,KO01,MQ65WJJ60020,1.25,KO,home,KO
LWW8065718,24-6-2021 06:22,KO01,MQ65WJJ60020,1.25,KO,home,KO
OXA3255243,12-9-2021 07:29,KO01,MQ65WJJ60020,1.25,KO,home,KO
SXH9341684,14-10-2021 15:58,KO01,MQ65WJJ60020,1.25,KO,home,KO
WXB6566133,30-5-2019 08:13,KO01,HT62RDI04611,2.8,AO,visitor,KO
MDL2978963,11-3-2021 10:07,KO01,HT62RDI04611,2.0,AO,visitor,KO
GEY3494563,14-10-2020 14:37,KO01,BM25PHF40639,3.1,AO,visitor,KO
BTQ0584995,4-8-2019 03:19,KO01,VX68BAR38623,3.1,NE,visitor,KO
GIJ9363779,22-6-2020 17:23,KO01,VX68BAR38623,1.0,NE,visitor,KO
JSX3778491,9-7-2020 09:48,KO01,VX68BAR38623,1.5,NE,visitor,KO
TGR9371456,7-2-2021 04:25,KO01,VX68BAR38623,2.0,NE,visitor,KO
PHJ6410296,7-7-2021 18:45,KO01,VX68BAR38623,1.0,NE,visitor,KO
